company_id,company_name,founded_year,hq_country,hq_city,public_or_private,stock_ticker,category_primary,category_secondary,revenue_2025_usd_billions,profit_loss_2025_usd_billions,lead_investor_region,data_confidence,sources,ceo_name,ceo_wikipedia_url,founder_names,founder_wikipedia_urls,gov_contracts,gov_contract_notes,regulatory_actions,notes
aurora_innovation,Aurora Innovation,2017,US,Pittsburgh,public,AUR,autonomous_vehicles,,0.003,-0.816,US,medium,https://en.wikipedia.org/wiki/Aurora_Innovation,Chris Urmson,https://en.wikipedia.org/wiki/Chris_Urmson,Chris Urmson|Sterling Anderson|Drew Bagnell,https://en.wikipedia.org/wiki/Chris_Urmson,,USDOT regulatory approval for driverless commercial trucking (April 2024). No government contracts — regulatory permission rather than contracts.,NTSB and NHTSA oversight of autonomous vehicle operations on public roads.,"Autonomous trucking company. Launched first commercial driverless trucking operations (Dallas-Houston) in April 2024. FY2025 revenue $3M, net loss $816M. $1.5B cash runway."
upstart_holdings,Upstart Holdings,2012,US,San Mateo,public,UPST,application,,1.0,0.054,US,high,https://en.wikipedia.org/wiki/Upstart_Holdings,Dave Girouard,https://en.wikipedia.org/wiki/Dave_Girouard,Dave Girouard|Anna Counselman|Paul Gu,,US,No government contracts. Consumer lending marketplace with no defense/intelligence exposure.,CFPB scrutiny of AI lending fairness and disparate impact concerns (ongoing). No formal enforcement actions.,"AI-powered consumer lending marketplace. FY2025 revenue $1.0B (+64% YoY), net income $54M (returned to profitability). AI models assess creditworthiness beyond FICO scores."
sentinelone,SentinelOne,2013,US,Mountain View,public,S,application,,0.82,-0.288,US,high,https://en.wikipedia.org/wiki/SentinelOne,Tomer Weingarten,https://en.wikipedia.org/wiki/Tomer_Weingarten,Tomer Weingarten|Almog Cohen,,US|IL,US federal government cybersecurity contracts (FedRAMP). Israeli founders but no disclosed Israeli government contracts.,No major regulatory actions known.,"AI-native cybersecurity platform competing with CrowdStrike. FY2025 revenue $822M (+32% YoY), GAAP net loss $288M. ARR $920M. Benefited from CrowdStrike outage customer concerns."
bigbear_ai,BigBear.ai,2018,US,Columbia,public,BBAI,application,,0.128,-0.294,US,medium,https://en.wikipedia.org/wiki/BigBear.ai,Kevin McAleenan,,,US,US,US DoD and military intelligence contracts. Primary business is AI analytics for defense and national security.,SEC investigation into accounting/goodwill impairment charges (2024). Significant debt and derivative liability issues.,"AI analytics for defense and intelligence. FY2025 revenue $128M (-19% YoY), net loss $294M (primarily non-cash charges). US DoD focus."
recursion_pharmaceuticals,Recursion Pharmaceuticals,2013,US,Salt Lake City,public,RXRX,application,,0.075,-0.645,US,high,https://en.wikipedia.org/wiki/Recursion_Pharmaceuticals,Chris Gibson,,Chris Gibson,,US,NIH and other US federal health research partnerships. No defense exposure.,No major regulatory actions.,"AI-driven drug discovery platform. FY2025 revenue $74.7M, net loss $645M. Acquired Exscientia 2024. Partnership with Nvidia for AI drug discovery."
joby_aviation,Joby Aviation,2009,US,Santa Cruz,public,JOBY,autonomous_vehicles,,0.053,-0.93,US,high,https://en.wikipedia.org/wiki/Joby_Aviation,JoeBen Bevirt,,JoeBen Bevirt,,US|AE,US DoD contract for air taxi services (AFWERX). UAE government air taxi deployment agreement. FAA certification process ongoing.,FAA Part 135 air carrier certification pending. FAA type certification for eVTOL aircraft ongoing — regulatory pathway well-advanced.,"Electric air taxi (eVTOL) developer. FY2025 revenue $53M, net loss $930M. Toyota is key investor. FAA certification expected 2025-2026."
innodata,Innodata,1988,US,Ridgefield Park,public,INOD,tooling,,0.252,0.032,US,medium,https://en.wikipedia.org/wiki/Innodata,Jack Abuhoff,,Jack Abuhoff,,,No known government AI contracts. Enterprise AI data services focus.,No major regulatory actions known.,"AI data engineering and annotation services for enterprise AI. FY2025 revenue $251.7M (+48% YoY), net income $32.2M. Strong growth serving AI model training data needs."
alibaba,Alibaba,1999,CN,Hangzhou,public,BABA,cloud_ai,foundation_model,138.3,17.4,US,high,https://en.wikipedia.org/wiki/Alibaba_Group,Eddie Wu,,Joe Tsai,https://en.wikipedia.org/wiki/Joe_Tsai,CN (structural),Subject to China's National Intelligence Law (2017) requiring cooperation with state intelligence on request. Alibaba Cloud used by Chinese government entities.,Antitrust fine of RMB 18.2 billion ($2.8B) by SAMR (Apr 2021). Multiple regulatory investigations under PRC internet regulations. Jack Ma disappeared from public view after regulator criticism (2020-2021).,"China's largest cloud and e-commerce company. Alibaba Cloud (#1 in China). Qwen AI models (open source). FY2025 revenue $138.3B, net income $17.4B. 'All-in' on AI strategy."
pony_ai,Pony.ai,2016,CN,Beijing,public,PONY,autonomous_vehicles,,0.09,-0.077,CN,high,https://en.wikipedia.org/wiki/Pony.ai,James Peng,,James Peng,https://en.wikipedia.org/wiki/James_Peng,CN (structural),Subject to China's National Intelligence Law (2017) requiring cooperation with state intelligence on request. Received approval for fully driverless robotaxi operations in multiple Chinese cities.,CFIUS scrutiny risk as Chinese autonomous vehicle company listed on NASDAQ. Toyota and other foreign investors create geopolitical complexity.,"L4 autonomous driving company with robotaxi and truck operations in China and expanding internationally. FY2025 revenue $90M (+20% YoY), GAAP net loss $77M. Reached unit economics breakeven in Guangzhou."
weride,WeRide,2017,CN,Guangzhou,public,WRD,autonomous_vehicles,,0.098,-0.237,CN,high,https://en.wikipedia.org/wiki/WeRide,Tony Han,,Tony Han,,CN (structural),Subject to China's National Intelligence Law (2017) requiring cooperation with state intelligence on request. UAE government robotaxi deployments. Abu Dhabi regulatory approvals.,CFIUS scrutiny risk as Chinese AV company listed on NASDAQ. Expanding to Middle East and Europe creates additional regulatory complexity.,"Autonomous driving company with global expansion focus including UAE and Europe. FY2025 revenue $97.9M (+90% YoY), net loss $236.6M. Also listed on HKEx."
sensetime,SenseTime,2014,CN,Hong Kong,public,0020.HK,application,foundation_model,0.724,-0.261,CN,high,https://en.wikipedia.org/wiki/SenseTime,Xu Li,,Xu Li,,CN (structural)|HK,Subject to China's National Intelligence Law (2017). SenseTime's facial recognition technology used by Chinese government and police. Added to US Entity List (December 2021) for supplying surveillance technology enabling Uyghur repression in Xinjiang.,"US Entity List addition (Dec 2021) blocks US technology exports to SenseTime. OFAC specially designated national (SDN) list (Dec 2020 action, modified 2021). UK and EU scrutiny of surveillance technology exports.","AI vision and generative AI company. Heavily invested in AI cloud compute (SenseCore). FY2025 revenue $724M (+33% YoY), net loss $261M. Generative AI now 72% of revenue."
minimax,MiniMax,2021,CN,Shanghai,public,2060.HK,foundation_model,,0.079,,CN,medium,https://en.wikipedia.org/wiki/MiniMax_(company),Yan Junjie,,Yan Junjie,,CN (structural),Subject to China's National Intelligence Law (2017) requiring cooperation with state intelligence on request. Backed by Alibaba and Tencent. Operates under Chinese AI content regulations.,Accused by Anthropic of industrial-scale model distillation via fraudulent API accounts (Feb 2026). Operates under China's generative AI content regulations requiring government approval.,Chinese foundation model startup. IPO Hong Kong Jan 2026 (2x debut). FY2025 revenue ~$79M (+159% YoY). Hailuo video generation model. 200M+ global users across AI apps.
cambricon_technologies,Cambricon Technologies,2016,CN,Beijing,public,688256.SS,semiconductor,,0.915,0.29,CN,high,https://en.wikipedia.org/wiki/Cambricon_Technologies,Chen Tianshi,,Chen Tianshi,,CN (structural),Subject to China's National Intelligence Law (2017). Cambricon AI chips used extensively by Chinese state-owned enterprises and likely defense/military entities. Added to US Entity List (Jan 2021) over potential military ties.,US Entity List addition (Jan 2021) restricts access to US technology. Beneficiary of China's push for domestic AI chip independence as Nvidia access restricted.,"China's leading domestic AI chip designer — often called 'China's Nvidia'. FY2025 revenue ~$915M (+453% YoY), net profit ~$290M. First annual profit since listing."
iflytek,iFlytek,1999,CN,Hefei,public,002230.SZ,application,,3.88,0.14,CN,high,https://en.wikipedia.org/wiki/IFlytek,Liu Qingfeng,,Liu Qingfeng,,CN (structural),Subject to China's National Intelligence Law (2017). iFlytek's voice AI technology used extensively by Chinese government and security agencies. Added to US Entity List (October 2019) for providing AI technology enabling repression of Uyghurs in Xinjiang.,US Entity List addition (Oct 2019) — restricts US technology exports to iFlytek. Significant GDPR and EU regulatory concerns over surveillance technology. Scrutiny in multiple Western markets over government ties.,"China's leading voice AI company. Spark LLM. FY2025 revenue ~$3.88B, net profit ~$136M. AI in education and healthcare primary growth drivers."
horizon_robotics,Horizon Robotics,2015,CN,Beijing,public,9660.HK,semiconductor,application,0.545,-1.52,CN,high,https://en.wikipedia.org/wiki/Horizon_Robotics,Yu Kai,,Yu Kai,,CN (structural),Subject to China's National Intelligence Law (2017). Horizon's automotive AI chips embedded in mass-market Chinese EVs. Chinese state-linked investors.,US scrutiny of Chinese automotive AI chipmakers. EU and US OEMs face pressure to avoid Chinese chip suppliers.,"Automotive AI chip and software company. FY2025 revenue ~$545M (+58% YoY), net loss ~$1.52B (includes SBC and R&D). 14.4% Chinese smart driving compute market share."
tsmc,TSMC,1987,TW,Hsinchu,public,TSM,semiconductor,,121.9,55.4,TW,high,https://en.wikipedia.org/wiki/TSMC,C.C. Wei,https://en.wikipedia.org/wiki/C._C._Wei,Morris Chang,https://en.wikipedia.org/wiki/Morris_Chang,US|TW,US CHIPS Act recipient — $6.6B direct grants for Arizona fab construction. Taiwan government strategic asset. US military relies on TSMC chips. TSMC Arizona fabs serve US defense supply chain.,US export controls restrict TSMC from manufacturing advanced chips for Chinese companies. Taiwan Strait geopolitical risk. Arizona and Japan fabs partially hedge risk.,"World's dominant semiconductor foundry (~60% advanced node market share). Manufactures chips for Apple, Nvidia, AMD, Qualcomm and virtually all leading chip designers. FY2025 revenue $121.9B, net income $55.4B."
mediatek,MediaTek,1997,TW,Hsinchu,public,2454.TW,semiconductor,,18.6,3.31,TW,high,https://en.wikipedia.org/wiki/MediaTek,Rick Tsai,,Tsai Ming-Kai,https://en.wikipedia.org/wiki/Tsai_Ming-Kai,TW,Taiwan government strategic semiconductor company. No significant government AI contracts — fabless chip designer.,US export controls on advanced chips to China affect MediaTek's Chinese smartphone/TV chip market.,"Taiwan's second-largest fabless chip designer. Dimensity mobile SoCs (AI on-device). FY2025 revenue ~$18.6B (+12% YoY), net income ~$3.31B. Strong AI PC and smartphone chip momentum."
sk_hynix,SK Hynix,1983,KR,Icheon,public,000660.KS,semiconductor,,68.7,30.7,KR,high,https://en.wikipedia.org/wiki/SK_Hynix,Kwak Noh-jung,,Chey Tae-won,https://en.wikipedia.org/wiki/Chey_Tae-won,KR|US,South Korean government strategic semiconductor company. US CHIPS Act recipient (SK Hynix Indiana fab). No direct government AI contracts — component supplier.,US-China chip export controls. South Korea government pressure to limit China fab expansion. DRAM industry oligopoly scrutiny.,"World's leading HBM (High Bandwidth Memory) supplier for AI accelerators — primary supplier to Nvidia. FY2025 revenue ~$68.7B, net income ~$30.7B. Record annual results."
naver,NAVER,1999,KR,Seongnam,public,035420.KS,application,foundation_model,9.15,1.42,KR,high,https://en.wikipedia.org/wiki/Naver_Corporation,Choi Soo-yeon,,Lee Hae-jin,https://en.wikipedia.org/wiki/Lee_Hae-jin,KR,South Korean government digital services partnerships. No significant defense/intelligence exposure.,EU GDPR compliance for European services. South Korean data privacy regulation compliance.,"South Korea's dominant search and internet company. HyperCLOVA X foundation model. FY2025 revenue ~$9.15B (+12% YoY), operating profit ~$1.64B. AI drove 55% of advertising growth."
sk_telecom,SK Telecom,1984,KR,Seoul,public,SKM,application,,13.1,0.28,KR,high,https://en.wikipedia.org/wiki/SK_Telecom,Ryu Young-sang,,Chey Jong-hyun,,KR,South Korean government telecommunications contracts. No significant defense exposure. AI Data Center (AI DC) revenue growing rapidly.,April 2025 major cybersecurity breach of SIM card authentication data affecting ~23 million subscribers — largest telecom breach in Korean history. Significant regulatory investigation ongoing.,"South Korea's largest telecom company pivoting to AI. A. (AI) personal assistant. FY2025 revenue ~$13.1B, net income ~$280M (-73% YoY due to cyberattack costs)."
softbank_group,SoftBank Group,1981,JP,Tokyo,public,9984.T,infrastructure,semiconductor,48.4,7.87,JP,high,https://en.wikipedia.org/wiki/SoftBank_Group,Masayoshi Son,https://en.wikipedia.org/wiki/Masayoshi_Son,Masayoshi Son,https://en.wikipedia.org/wiki/Masayoshi_Son,JP|US,No direct government contracts. SoftBank Vision Fund is the world's largest technology investor. Committed $100B investment in US AI (Stargate project) in coordination with Trump administration.,"Vision Fund 1 losses and governance controversies (WeWork, Wirecard). Arm China governance disputes. Scrutiny over investment in Chinese tech companies given US-China tensions.","World's largest technology investment conglomerate. Owns ~90% of Arm Holdings. Vision Fund I and II. FY2025 revenue $48.4B, net income $7.87B. $100B US AI investment pledge (Stargate)."
keyence,Keyence,1974,JP,Osaka,public,6861.T,application,,7.06,2.66,JP,high,https://en.wikipedia.org/wiki/Keyence,Takemitsu Takizaki,,Takemitsu Takizaki,https://en.wikipedia.org/wiki/Takemitsu_Takizaki,JP,Japanese government industrial automation partnerships. No significant AI government contracts.,No major regulatory actions known.,"World's leading factory automation sensor and measurement equipment company with AI-powered vision systems. FY2025 revenue ~$7.06B (+9.5% YoY), net income ~$2.66B. ~52% operating margin."
mobileye,Mobileye,1999,IL,Jerusalem,public,MBLY,autonomous_vehicles,,1.9,-0.392,US,high,https://en.wikipedia.org/wiki/Mobileye,Amnon Shashua,https://en.wikipedia.org/wiki/Amnon_Shashua,Amnon Shashua,https://en.wikipedia.org/wiki/Amnon_Shashua,IL,Intel majority owner. Mobileye chips in automotive applications. Intel has US DoD relationships.,Intel attempting to spin off or sell Mobileye (2024-2025). $2.7B goodwill impairment taken in 2024. IPO 2022 at $17B valuation; market cap declined significantly since.,"Autonomous driving technology and ADAS. Intel majority owner. FY2025 revenue $1.9B (+15% YoY), GAAP net loss $392M. EyeQ chips in 125M+ vehicles."
check_point,Check Point Software,1993,IL,Tel Aviv,public,CHKP,application,,2.73,1.06,US,high,https://en.wikipedia.org/wiki/Check_Point,Gil Shwed,https://en.wikipedia.org/wiki/Gil_Shwed,Gil Shwed|Marius Nacht|Shlomo Kramer,https://en.wikipedia.org/wiki/Gil_Shwed|https://en.wikipedia.org/wiki/Shlomo_Kramer,US|IL|EU,Major US federal government cybersecurity contracts. Five Eyes government customers. Israeli government/military cybersecurity supplier.,No major regulatory actions. Founder Gil Shwed stepped down as CEO (2024) ending 30-year tenure.,"Cybersecurity pioneer. Network security and cloud security. FY2025 revenue $2.73B (+6% YoY), net income $1.06B (+25% YoY). CEO transition from founder Gil Shwed to Nadav Zafrir in 2024."
nice_systems,NICE Systems,1986,IL,Ra'anana,public,NICE,application,,2.95,0.68,US,high,https://en.wikipedia.org/wiki/NICE_Ltd.,Scott Russell,,Benny Levin,,US|IL|EU,US federal and state government contact center and workforce management contracts (including law enforcement). Israeli government customers.,No major regulatory actions. Rebranded from 'NICE Systems' to 'NiCE' (2024).,"AI-powered contact center and workforce engagement management. CXone AI platform. FY2025 revenue $2.95B (+8% YoY), non-GAAP net income $779M. 13% cloud revenue growth."
presight_ai,Presight AI,2020,AE,Abu Dhabi,public,PRESIGHT,application,,0.824,0.181,AE,medium,https://en.wikipedia.org/wiki/Presight|https://www.presight.ai,Thomas Pramotedham,,UAE government (G42 subsidiary),,AE,UAE government AI analytics platform — majority owned by G42 (Abu Dhabi technology holding company). UAE government and public sector is the primary customer. Expanding to international government customers. G42 has been scrutinized by US government over Chinese technology ties.,"US Congressional scrutiny of G42's Chinese technology ties (Huawei equipment, Chinese personnel) raised national security concerns (2024). Microsoft negotiated AI partnership with G42 with US government involvement — specific terms limit Chinese access.","AI-powered big data and analytics platform listed on Abu Dhabi Securities Exchange. FY2025 revenue ~$824M (+37% YoY), profit after tax ~$181M. G42 majority-owned subsidiary."
space42,SPACE42,2022,AE,Abu Dhabi,public,SPACE42,application,infrastructure,0.577,,AE,medium,https://space42.ai,Badr Al-Olama,,,,AE,"UAE government SpaceTech and AI surveillance platform. G42, Mubadala, and IHC are major shareholders — all UAE government-linked entities. Primary customers include UAE and other Gulf/Middle East government entities.",US scrutiny of G42 and related UAE AI companies over potential Chinese technology ties and data security concerns. Dual-use satellite imagery and AI surveillance creates regulatory complexity in Western markets.,UAE AI-powered SpaceTech company with satellite imaging and geospatial AI. FY2025 revenue $577M (-8% YoY). Space Services (satellites) and Smart Solutions (AI analytics) segments.
asml,ASML,1984,NL,Veldhoven,public,ASML,semiconductor,,37.0,10.4,EU,high,https://en.wikipedia.org/wiki/ASML,Christophe Fouquet,https://en.wikipedia.org/wiki/Christophe_Fouquet,,https://en.wikipedia.org/wiki/ASML,NL|EU,Dutch and EU government strategic asset. ASML lithography machines are critical NATO and allied semiconductor supply chain infrastructure. EU and Dutch government involved in export control decisions.,"Dutch government blocked ASML from exporting advanced EUV machines to China (2023, acting on US pressure). US-Dutch diplomatic negotiations over export controls ongoing. ASML faces pressure from China which is a significant revenue source.","World's only manufacturer of EUV lithography machines — the critical chokepoint for advanced semiconductor manufacturing. FY2025 revenue ~$37B, net income ~$10.4B. Geopolitical pressure point in US-China chip war."
relx,RELX,1992,GB,London,public,REL,application,,12.1,2.72,EU,high,https://en.wikipedia.org/wiki/RELX,Erik Engstrom,https://en.wikipedia.org/wiki/Erik_Engstrom,,https://en.wikipedia.org/wiki/RELX,US|EU|AU,"UK, EU, and Australian government legal and scientific database contracts. LexisNexis used by law enforcement, courts, and intelligence agencies globally. No military contracts known.",EU and US scrutiny over use of LexisNexis data by US immigration enforcement (ICE). GDPR compliance obligations across European data products. Academic publishing monopoly concerns in EU.,"Information analytics and AI platform across legal (LexisNexis), scientific (Elsevier), risk, and exhibitions. FY2025 revenue ~$12.1B (+7% underlying), net income ~$2.72B. AI tools deeply embedded across product portfolio."
